"","I01","I02","I03","I04","I05","I06","I07","I08","I09","I10","I11","I12","I13","I14","I15","I16","I17","I18","I19","I20","I21","I22","I23","I24","I25","I26","I27","I28","I29","I30","I31","I32","I33","I34","I35","I36","I37","I38","I39","I40"
"E102",29.8279513036949,21.1332014037779,32.303958130963,46.3631942090326,26.6249108223723,31.2262534980535,21.0409666347254,37.8122805970331,39.341698506068,27.3850427278734,18.7970258692285,36.2210313785216,37.1572331073116,24.3998175063028,45.0175913717503,36.1765891307107,41.7383077785098,26.5608493364291,32.1487289458708,37.5550070333269,36.0698556239529,41.5985761255518,16.8346237708997,27.1035439751837,29.7340995076975,48.8178714434905,26.5247123333235,53.7085891821893,15.4662659752042,52.8555540628879,21.5920573207783,35.4217248853889,64.3451517139624,41.0929167864685,29.0292039197827,22.0953829429246,40.0626272688163,25.4533813033624,23.3480713651911,47.590687004147
"E103",24.3658448244058,16.3254617791225,26.190043341614,51.9672636564241,22.9718183682603,28.6709967933758,30.3108180428354,37.4904070685933,33.9653095919245,22.951145268429,16.9629037390521,29.4233018595217,20.2297806161842,14.2021941507809,40.9397328042461,55.3128062086621,35.6960984922612,32.9080963158015,58.8401397124659,31.9487482785881,47.3920838915626,48.5943803151468,16.4927368598894,16.8411750394701,25.6407128047186,24.4375558909465,33.2729212112967,36.512645861075,18.2783442438295,59.5858217078701,24.8056278947203,27.4832818942592,39.4984261980299,27.8898182591021,21.6910776405132,30.6081276661275,32.9487575220513,35.2178865279151,22.5585093595332,39.7815674797767
"E104",26.3937853058725,20.3917810682041,25.5027800820978,28.8505352145445,20.478372788891,17.8393923360699,17.5954151855189,22.3130260310498,21.9914423358917,17.8099346026545,16.7308375476197,35.5875752968904,21.5202947560195,17.888878192572,49.8654328544643,35.9258190212421,31.2957741374082,20.4065089590017,19.4078080060939,22.9015225012194,34.5504344560637,33.1995071193085,19.5805445336442,20.4125088449871,23.0204785298979,27.4863713159159,11.3069772896095,42.4898334130992,12.8821807025612,21.5998549902283,20.6222123009665,41.3931025511291,42.2694901845356,23.8781357189413,22.0380838369079,31.0678316559626,38.6242511600018,23.974524291497,13.8026044665721,31.9159876683736
"E105",47.7087677787315,36.7644164818779,21.318441499748,43.8365740400704,26.9938503110296,17.680317449547,19.495760549469,37.4247676012909,39.3990192844584,28.3640794182811,22.6348310368983,35.3609766655421,29.7222768500205,35.9443599978188,51.6283484763953,72.8117921561765,33.082430172161,40.114099939834,37.6335203529758,54.661309063925,56.4203497152127,68.8982356214118,27.4000539346774,33.3185172799721,54.1929649712136,47.1600770008453,38.0637986151052,36.3994337344554,18.8787508021641,52.3119335552758,32.6512979329589,31.3678197239186,38.7978777492073,31.6601904572,27.7576894314431,26.2045244446078,74.994685293501,73.6137373452338,21.8537789563978,36.0921159406781
"E106",31.1110041468446,26.5750125571353,31.3844063791384,48.3866443714899,14.3192061260209,38.6324192377122,26.0268004180932,40.2116172250297,48.2607972320883,27.6482317972079,21.3301724322425,35.9319536899892,16.0442467099597,28.1461912050967,64.1397187591953,56.303019967679,21.0791518436703,23.4726286719645,36.3435199516666,24.9757886991584,31.9118075620683,33.898987567603,25.0433864651608,26.748318997386,26.2714271541056,31.6852340590227,16.0309689259218,41.8806214191844,15.0756051327378,34.4975151987869,27.2416305202748,20.044214421811,42.3332746776201,33.4779460663045,24.1360897221565,33.0053778084562,58.1972390146707,57.1289547265213,20.7784817644559,23.6315344518712
"E107",28.3779336319435,56.2064110098379,22.352273436305,34.6201835731729,44.0525722886721,33.2042504047303,22.7819095863066,41.7188138326861,42.9695964029197,33.1205161097514,19.3470869216202,36.8125247145126,18.9135311537955,28.1463878087591,26.1588357174241,70.8673988192384,59.3841046479661,38.0364593210856,32.4294925015603,70.0266899628559,47.5967078173509,50.5021452501342,47.2426147035088,22.0567056777858,24.5046222174926,42.1364755911363,19.5027160020971,64.287793837816,27.2008706688398,36.5022983890622,45.550852270594,39.4256954986256,58.5699004780568,31.9210869573116,64.420399697443,37.1484653992815,39.6658182219006,75.3296817042016,23.8039821796989,32.1436235842389
"E108",33.4961558796347,19.9666686800107,35.3609935944714,42.1803937927285,25.9735132313797,29.2486438889837,36.1896630855465,31.5181607282743,56.7929159204564,34.7297557959746,22.5807503918062,30.0914304802957,22.287543897457,45.2738063486101,58.7066919843652,43.9869173797665,42.0521151603401,34.3895015165413,29.69640666475,29.9686908238338,36.1831918520544,56.4788217686743,17.7500395207992,24.2632703397052,28.8856534114304,62.7153997304444,18.682356196253,46.9649671660589,45.5409465445951,33.5627986155368,24.0746888240037,33.7730379109576,72.7693299898741,34.721767418863,32.565629677624,31.6909111215152,60.1677302685077,61.1831854886643,29.6744933146149,36.2619225185949
"E109",71.5297036466296,24.313899280399,35.8363821099084,49.8109997733542,38.2017939568691,62.0858651789638,32.2957904117143,49.1193530823692,49.6157726944019,46.278583638338,23.6671483138942,55.2901459949339,34.0242897691851,42.5709139847668,75.0813492946411,80.9882702351874,55.154730839507,45.5290427640829,30.3183510069083,47.1451169102128,55.8113420770862,48.2619172452846,33.3026584475261,62.7722922443484,35.8516701746509,67.6577609522341,47.2073716173861,56.6769721957716,40.073010695879,58.4621887466317,32.0633778932843,47.3912177631106,109.614219019773,71.0850113821513,47.1568506639009,22.089621277275,65.0281213724579,95.9387244281896,44.4847785022346,45.698367803748
"E110",14.0889785171161,18.3925072086885,21.1501509335461,31.4537628159161,11.397778140609,18.1868238958998,27.7507172611305,32.9038043627308,18.2226305617856,18.0465213858238,13.013245739197,13.7923554317636,23.8827201197397,22.5827597359384,46.9445535547087,39.2742284709095,21.2290115399469,26.7721959625333,13.142725787231,15.8310456600895,40.5467526745431,15.5959543109403,11.6767672279693,15.1713448418973,16.7666311970771,23.7424418222214,14.0733245763714,17.2255694079417,21.3754141577296,24.2324874319535,27.1287544939284,33.9527915121798,39.8285957507558,24.8741895047751,21.4202742260313,23.2232657550632,36.0872605798153,48.0162593307526,23.0655363795298,19.1352651168821
"E111",23.0502647893244,NA,17.8904481174188,35.560477563753,14.9267930556734,NA,NA,NA,NA,20.7738035292231,16.89389496009,22.2456778968622,12.2624185052364,28.1684086808822,28.347782789258,39.8239494198744,NA,NA,10.4140781949155,34.8677671344447,35.8568356622338,NA,12.2819035680835,14.3536200778984,20.7345179656122,32.08022136283,18.5554817446322,26.3016918707891,NA,28.3802345589971,NA,21.2451560762585,NA,20.7339043416003,22.4029910781812,31.8152525869294,30.2227664703344,NA,20.3394828316417,18.5121769171704
"E112",30.8313793090226,47.2372093294817,44.2565385935908,66.3145782004316,38.2716521029276,35.4964711687869,33.0324408301839,62.7692197869128,31.9532774298227,50.2175758165158,26.006843595563,32.7500649614153,39.1442419305134,34.2422647774106,53.1459064410885,66.8356525010151,57.5584688539544,54.3287610686332,33.4256747830722,51.3949754420057,53.3416221545142,42.2588372844978,26.8262239028347,54.1588628302518,27.5130497784245,68.8633953074711,28.1262522478979,30.6336458931168,27.7819732821183,36.65400467581,36.5608372430329,29.9785964741826,51.7392359085855,51.059405394287,35.9538569681511,29.8339324800407,58.2850266767917,61.6413245998118,35.5882608422579,35.7626189277545
"E113",12.9927211680216,13.6530353240098,13.0769479907797,22.9818811571545,9.37375590679121,13.5177836635126,13.6878426825994,13.4042436235752,18.5745143308645,12.3474920711426,8.85089170094276,14.2096821415598,11.8076330516149,12.5457661979564,16.8021834924439,19.4914901109815,13.5029156306934,12.9506489555523,11.241625989391,22.0007622750421,17.5203043059615,17.2853861201376,14.2669657471849,11.508694608521,10.9652504510197,21.3943616743532,9.63542142893708,20.2069996606325,7.7250395310069,10.5971347545683,12.5495347807273,17.64270960439,29.0422722949764,15.6205631277431,22.9278895642122,15.2271821376847,10.7916872876854,12.7643581374155,11.1057894763353,25.7819724981414
"E114",28.2240323105293,25.5312137427564,25.5409411312584,52.394126436161,20.5087717974746,27.9056216047321,24.5997016010603,30.4577209785426,46.7343078314962,18.3605079952696,25.8971992933883,31.340667006,15.6262550902029,31.0491783019379,46.6999332264003,58.2319645301144,49.9737169279981,35.5368111093244,40.7607875403205,40.0566898355996,34.389127257352,48.80452979382,31.5296204950152,26.1523497386781,27.7654321544556,40.6605696009588,30.081714431873,50.3669442950436,15.5304752258622,34.8195179070712,29.6313995074146,31.0208221427545,54.5381634925693,34.2652681727653,31.6917336630437,30.604662824142,40.0226719283236,44.2809681560314,26.4535427632524,45.0727621965458
"E115",23.5643747590498,14.0140895958637,11.3706609665773,24.1709316454633,27.2050754707582,38.4749383330848,12.2133279636803,32.1601701587109,34.0967622464711,17.65653891682,19.463690396031,30.2684473757688,18.5684125374131,19.551659700952,31.0691648553092,70.2236857236291,36.9287224237754,21.463592815629,13.7791891566768,33.7226823653579,21.6939974010984,24.6766333207176,19.058398635456,15.5245996665125,16.8381789262667,18.5760672218158,17.534785757103,29.0224522082474,12.7736399389705,27.3477281290103,18.7550552973466,22.3709122485086,38.7538169843152,24.4849320478606,13.9460107164282,24.0227584497939,26.1632711917636,15.5771334709935,11.8805493985158,20.9362480567773
"E116",54.829336992355,49.0432608542629,37.8234567324835,74.7867496340324,53.2547770140802,47.3424357283899,78.7663885770066,87.5796937199679,45.4414100711522,60.0457390918238,48.6064884796517,51.1868968509909,42.7106998082624,50.9698157671119,66.4745477788906,92.6582743333058,83.3120494259138,75.0652516866878,69.679284830977,49.1572594433702,52.2755862909529,63.0601597809872,54.0445429746261,40.5257916233103,50.8799204403868,55.3700725750789,27.1391144944206,101.675554246217,54.1739474435566,45.9079634876852,65.9048051762808,45.3870762152066,104.838888800992,53.0179029390009,48.0875114900468,48.6753667407653,77.187339962048,62.5061157817343,24.2728917133669,47.6958366437913
"E117",24.9996085722543,24.1338194858991,35.6591080387162,49.7567353381394,22.7666583770761,40.4299641377115,34.7564871900505,48.6714691015089,21.966081136607,25.5392918152274,14.2016103769193,33.7768775655171,26.5596647165125,27.0793434687014,43.4160508513366,41.9628256116957,31.0759952682655,23.0226574612546,26.6306569459175,42.5757601969982,17.0403648961527,28.9855805836778,23.8593464818024,25.0255264597427,21.5470888810377,24.3907700751508,23.5221351160232,42.7402622829035,27.0229380751263,36.4889707709286,21.3451108822972,40.4657814838776,39.3516387112003,18.8823504327687,20.4024634982379,28.495300215973,35.3227185550793,51.0784275811147,22.8973506615031,25.9869032871027
"E118",34.9954822686367,25.4041699751605,50.1641730415763,78.584193216861,45.8228452576577,40.0238690433113,31.6250809492817,63.0536058952606,35.5752122812015,52.5722140278152,25.1182515445966,31.5539642858025,31.9192578338072,36.0624219385039,64.0050671580136,52.8387677178602,40.3102036721694,69.1433057260215,49.5253739533291,35.2399340378725,57.2969241552115,73.7169400282361,26.2815929796078,27.1945389403682,30.0576643406117,45.2809892760226,29.8319094150426,57.926220153727,25.2138207233025,65.5261728500741,62.0716685270357,31.3324182917883,83.05154011291,42.405192966177,32.5436080111552,30.6024706542682,57.8718652426022,64.4579692968975,48.082532262217,42.513545935703
"E119",23.3950436527773,16.8840179660761,20.9603778208451,46.8331137719995,15.752578588425,25.3505619711131,22.2630659187403,37.7634716607411,28.8351277777956,29.0487505521398,14.8268868688692,21.948108925902,24.1855706144875,23.4061322101575,32.8775646556136,32.3956036949801,29.3637585708347,19.295200886533,27.1156161342149,17.9263614980503,30.2332011389988,32.8898342175161,19.2837384010434,25.6242602027471,21.1017237836293,28.8105263189682,37.1457951691235,30.7680147212911,11.598047195896,41.2118450241885,17.5304276433376,15.139690669435,68.689901155901,25.7319186811835,25.1228746452358,24.2231313876486,28.3712786622008,31.9208787837166,13.3593542167393,31.9327509743168
"E120",19.1817375755984,24.1071872652646,21.1453703041526,31.5689249357033,15.8927454133655,25.1181787127646,20.9023807915485,28.132125539267,23.6839212823605,18.8759895670548,15.7350726046328,31.1612402123289,17.5790106100756,41.4326800301892,49.1118164978232,39.1880258728576,53.1992288319673,36.7866605097217,21.9612656270023,25.1013804581891,27.2173306286448,28.475246191949,22.02165113688,16.6766499667032,35.2031081880838,27.9772741384124,19.639519631314,31.4005549189545,13.468055770623,22.5780484803873,25.4539173697147,23.4702559135263,31.4479292308005,22.115005790088,45.0760964567149,17.240934814059,38.1287934329174,46.2870466360815,19.7660067465583,51.8483589646574
"E121",19.8333110329001,28.2945727191595,31.1904836687685,47.8534832485196,13.4473982808551,29.9851326992091,21.6802790414397,19.971460944037,31.2121587137312,21.9247784352989,17.1578271338577,26.594105953909,9.00773112318823,20.026979157137,24.2697603674653,44.2470397606174,38.7742834279589,20.6010112694375,14.9348538139938,39.9493502040551,46.5971768531605,21.4603749007039,21.0373514100405,12.94859578091,27.2796357929764,42.7766712805138,12.7235311441637,24.5725207172498,15.1365848777381,24.3010547227496,16.8726499872698,18.6582068506189,58.5697933108449,18.9981941025887,17.7775386072246,14.8036487653743,23.5924303744025,33.0010698685293,15.1873845302372,24.0064314882476
"E122",28.2684047580134,39.3449330832199,60.4849627788694,51.6945657015445,18.2840244666233,32.3350868311808,33.5434491014105,57.6169959713591,47.5778469384107,32.9043618641771,23.4950451548913,25.158570561665,24.4502089135563,42.6291396626847,49.8624587529282,67.190843069174,47.7989778831721,51.083737581082,33.6721616301682,46.0502451346543,53.5998928787808,76.3754516396254,18.5048897479675,40.9265975730089,30.6986060615607,61.3452550212602,18.1907104629505,47.8443129764561,28.1630742013849,62.2628179803828,59.1856354721896,46.6029522964326,83.1491668158917,26.4200593826277,33.3151401761435,32.1700337289625,48.0013865638686,81.2593443691071,16.8041409055259,23.9582434124238
"E123",48.7677926236589,66.2933609902132,36.0801956869666,88.0088425835671,42.8584290902565,66.0521194758078,72.1061933483349,71.1559649225383,67.3783896255883,76.5572569112057,41.6295153177698,54.7183140622748,55.9102333616122,76.3347220948164,93.9936155297,95.6963180800233,82.8604229794187,44.8733684621495,48.0748248465052,58.4533223559847,83.8141798116845,59.8078496953395,39.4397187516377,55.4546134285529,45.4396063344436,59.395099511128,57.7931234440109,52.6511827876557,48.4142037420959,52.4782033727285,48.4132057232987,85.6103360440193,124.067330870198,42.8007616631791,50.1049384609843,43.2293948349687,55.1211188920314,69.256577296178,50.0498395969349,48.7637249277525
"E124",31.8650439273152,23.9098817435666,19.5784346898583,27.2402023255741,29.1112506530543,26.1155854414738,17.4130208871722,29.5884354130271,20.7028811637559,32.0467131285461,14.7928738562504,33.5252642205278,19.5591548126724,20.7690773536351,30.3881396399236,39.3732364482468,36.3317891660144,31.7507076303524,26.176085699721,23.9088249587503,39.289555860541,28.7889930778481,19.7339797055771,15.1038385643538,30.2734169909342,26.1010575630229,26.0207350268989,35.8228784983654,9.84719447153704,28.8814658950246,25.3810757881787,36.2316494953168,38.9988475180612,25.3575582984219,24.0550849131579,27.2010973538545,25.5329651007791,49.5469500983232,18.8109448579154,66.1220834672006
"E125",23.2098686941901,21.3996872161709,23.3181819785688,25.738726772337,12.1470531863048,32.5928248655082,30.3560129722108,26.901374765713,17.9223715221423,21.3412637380718,11.4559631834585,32.2317989218817,19.7626993539314,25.8266567931704,38.7127559374413,52.6346205013762,23.3711054113808,33.0624795474562,20.9034397900385,26.0260648519254,30.4870676497055,29.9628849388627,24.9828774325497,24.8286336287724,15.8458766504474,26.2795784424305,19.3883902725187,32.4826202890106,15.8069112268201,44.2918324501127,19.1484320455295,18.8555939057943,34.7240983617234,18.4221961721294,17.6513692717406,26.6726982133263,45.8079741093533,27.0713889348136,20.5642731621037,25.0808807090992
"E126",16.5094645283474,11.809673675041,12.6018618884111,35.1810371308415,8.4165336622497,13.3353786975098,30.7255961613306,35.715198480865,23.2742981164733,11.217130448623,11.952510720907,16.2948025562299,13.4859288160954,16.2318470588082,40.4152921234195,20.218675916244,45.6092393609036,17.1489873589965,12.6546258637585,17.5119224020834,34.3164505693829,26.8866264774776,29.021868908826,14.2078300214153,14.2007235107042,20.9211369666751,13.5517600923935,14.2947274021457,16.6033683855642,25.368680989399,13.6337064778409,15.3863320813543,39.8968856057659,11.3221220906861,25.4938875922853,11.8957330539756,25.9253303611605,18.4662468692121,11.5686694177041,24.104592355459
"E127",29.9728572266328,31.2817774133272,19.3457422550795,40.7664833253244,33.296470199471,31.4582373896711,31.0291399135414,41.6549871354392,35.3797879054037,37.3151200134643,16.4860044857226,45.7594982545248,18.7788834423961,22.2710675380543,56.3074639407208,61.1289578612408,36.2908960188403,29.1866360085886,21.3609476938983,38.684227910361,45.8795497959588,30.6650264884703,26.597987141907,28.5296555474847,28.4895216584323,59.8869041865267,20.2558889863161,31.3230886508253,13.4974649639064,48.9919822925586,22.3658534704056,29.5827931924419,78.7465734243973,26.3039084043261,42.3537703294836,21.6812037433009,44.538497043921,43.4158076077408,18.85555968337,43.734645354505
"E128",24.9630723325833,22.3743171418818,19.7687676865377,42.5727447994605,18.8778751654737,18.4754944330932,24.7669084128747,26.7791851305417,25.2342172620153,30.0916737795927,19.5056140079692,33.8560828599221,19.2394394168424,23.2928858120027,40.3772643378943,31.7536522277142,24.8644467420552,33.8434230305037,20.7678914225252,21.2520681035709,19.6770171158841,28.2753278891143,15.2224009380495,15.0433594944412,18.4140886398882,22.8655266512664,19.9906219348311,26.9639495339233,18.483976470752,24.7896638152412,27.3077368923154,19.7376561631784,47.5338118610544,31.0620812525588,26.728463334462,16.3459264883551,39.1557323359441,45.0049042155955,19.8393033913699,31.5586315354195
"E129",NA,NA,NA,56.2098687550532,24.1937136733031,31.2327871630192,24.0322892516939,28.2733049387309,NA,22.7608294855249,13.6001429265872,36.0934959951144,27.1126366413095,NA,53.5538322580787,NA,NA,22.4812955571307,20.8351400513385,42.9112959995055,26.2137580842467,NA,12.749932310453,NA,NA,17.1406660000053,14.8274922475881,25.7655687454764,19.1747820234692,31.7029448943675,NA,22.5650841077051,43.2913107484897,25.0574000711913,NA,21.6793698710866,39.0763309425137,35.6080173641549,22.6754985856621,27.7441245911532
"E130",30.4302780550245,26.533853691934,40.3741369244258,50.8484742454057,23.1439005402521,36.6406291629394,30.1374453977136,45.5534605590319,49.8893056762246,18.3249729714764,18.5508492069882,41.3544265943493,18.2885531441019,19.4262051717798,41.0487668345017,76.1989010505282,38.2758019130059,31.8359276979956,39.086648158001,63.102965442219,36.6402633549071,34.0023360679372,15.7135659644903,30.6646956860787,26.6016556203034,37.8899645042032,33.1802791925089,34.0419879530771,45.0151228462041,79.3174700011289,31.033209680121,28.2568481003509,62.1640477414254,37.7681474219202,50.6551445404028,34.5571648105545,28.6099522058533,43.1843687130378,17.9338005949905,43.6270654486023
"E131",53.5846251909039,30.5107647171084,34.8907491481081,95.887476985444,40.737768428523,34.7826014479046,48.0120339362551,103.306259082007,66.208602177737,66.0629274621828,37.8356514593096,70.7143641215891,50.1099539670035,64.0253604397837,77.1201841131337,95.0745134840265,92.695011637597,67.6392446174458,63.5156434073327,102.547353290284,71.8494666331271,70.118279600075,37.9314318182199,33.8750837833082,67.9012679626719,68.8551327037733,31.4748911053457,104.353349912277,52.804017128845,105.882961573814,42.0329652735289,64.1264317543664,127.584292541021,54.5402667600043,75.4055742754866,51.5357456655676,49.7338888844753,80.7925788353205,28.0854180207021,45.6907033024262
"E132",24.0267561042281,21.7335392321751,40.911227140377,55.515817556342,23.7291173256932,45.9825835160189,42.0569525496642,80.7167944226191,32.8661867676898,30.4352893841129,20.3428211467609,32.7199469049827,33.3514730919437,36.4509336874764,48.9144078444389,80.8819997229548,57.5837020088744,32.3353000642251,45.4948156576099,40.1291335913016,42.24821080316,48.9553681040458,15.7583194296342,42.4481263123692,34.4293811593102,50.860465234448,35.8240377008483,53.3735224508678,23.4908200683932,38.5943433292094,43.7131371820971,31.7517365236452,59.4484650754763,24.6617607488364,35.7934199014456,36.5448039211171,53.8157743110751,80.191638986818,29.7990263905499,49.193375896342
"E133",32.580789448484,26.0051361741314,23.1312399336254,33.3988768186838,27.5855069452791,40.5594855059524,27.6018583215218,33.4244369746476,37.3598049580966,16.1215351550797,25.0575883927933,25.5437807329916,24.0424513581565,21.7511820935018,26.4423843192238,48.7280009722563,22.0701579253882,33.8304299459722,24.0178142281259,32.6404760440834,36.9044014597981,21.2563311665424,22.7373603921705,31.3811279487091,19.3719521514456,37.5020968412228,25.8262368489023,37.4799691783299,26.2139690390003,24.875314408916,31.7340898561384,30.4932909612064,41.8673371107553,29.7367216588891,36.2926873211659,30.6077386242589,34.1580144633529,26.2753967064416,28.030910736189,44.3561453588393
"E134",29.8578742924511,21.608098895716,25.0474165077941,38.4774195200501,15.8936780185694,25.7310567338872,21.9043482198375,36.9192119405378,31.1434309573456,27.8024557267989,17.7341255551784,26.9853209593989,30.8951044363649,26.028472594438,43.0572127389849,35.0356256453505,40.6314078916016,38.3638405931143,21.9636905083502,39.0006198792269,38.2672818346622,46.3194450392726,27.7498054042532,21.3960935006673,17.228769742526,38.2515673839562,19.692829048488,40.849921484069,16.4570651041383,19.1183035473318,37.4432587453699,27.7228475747224,55.9323740523323,44.2580270572759,37.8422664955516,18.8106486983261,37.7500949490008,31.7056804606531,28.4978157708404,29.1679888971979
"E135",48.7072406306307,39.2330024791057,40.8143671452106,79.1694293802033,46.6905387450149,81.9996061282585,46.7290355896079,78.0666115963563,56.2444441212671,63.3225511021219,28.2054623335951,60.4089467668465,49.2809520972224,94.65506686956,103.164277302309,95.6728659705883,47.4843814127974,52.7758893252379,58.474453377102,55.7706000847284,59.3531394725776,78.6774985654775,36.2828981181462,26.1965223758177,58.9982152878503,68.571247803476,23.7904459601038,88.7254065362347,38.6211433955048,55.4496203945057,29.8082688602673,50.7594450725462,64.4087236366083,42.8686976912017,45.5016882143999,42.8270156752277,108.977058104263,127.369328425085,35.2033293632379,77.3931707995443
"E136",37.6771328941402,33.3983292255328,40.6662358064689,50.418732448752,27.6612676225936,30.0279631487286,35.5156264199745,28.9949980550416,30.1494654231026,28.0906196275826,11.580765534468,38.9077610702673,25.3016089649157,24.7882872603167,43.245312835137,50.2262380102654,27.2248698775545,28.5190163927365,29.0887303578208,36.6662595034148,23.7335467688937,43.8317103530358,20.5316910229529,27.8191050102483,37.291981993829,43.2133513633989,24.7821073318467,44.2423645771187,14.7942230239135,19.5311668256384,43.3312434830299,29.8925926453215,51.9757657270527,15.0646218173473,24.4445667465539,23.1094123242603,47.6575630237525,25.944903834202,24.4734665413272,28.1426594683422
"E137",35.2197870490724,39.7675576384756,33.1841546455197,56.1957177118158,31.1663156151791,48.1517004885746,30.9951987852527,NA,57.9548011657911,56.1814285203281,NA,59.0663181128855,33.5172509842582,51.3108199560387,81.5067757642294,74.0027761107,NA,NA,NA,51.9254288895473,64.864615113835,45.2842027983488,NA,39.7761990210578,NA,NA,40.6329284271098,NA,31.0846125162142,NA,44.1866235788625,43.4503280654704,109.900950474495,NA,46.032685947542,58.8386144972903,44.6156916149655,63.0923671348482,43.8490158075393,NA
"E138",17.1337829395695,18.4172726223454,16.3482255287955,39.8357438481512,14.7283903779265,26.5578807389954,19.3657245355282,24.7265199975465,25.8971633023068,24.2283173199945,25.0211722342097,22.4130654541373,16.1330539607924,19.6088216325859,24.2772017133523,31.9506373949248,25.4511759925886,32.7240860147244,25.2175933781239,24.4152369552096,17.6770788190909,31.1068362124132,15.8546540848869,21.1408236787905,10.6894517660783,29.0618589744251,13.8744776807544,22.5046564352894,23.9944553116045,20.8964481802749,13.2774470747076,22.836550385725,32.8591844333769,27.4558950907992,22.1500193607542,17.1333385164688,24.7980036558874,27.7847687223423,22.1120447881942,28.5575532402832
"E139",18.5577519922076,13.0190552473124,17.490397828163,31.9642641270561,15.735490346471,18.8789039163766,11.6590257633441,38.6059104368464,18.4517214819449,19.3729521148237,9.82218355263887,26.1051303934966,13.1612631538202,14.8691236593619,19.0401491671648,32.8844264644179,25.8167184862226,14.9361987211966,17.3970216566863,16.3843632444245,26.0319142497263,19.7774985135951,14.3677256244271,15.410928168009,19.5944112607404,14.0414975709505,20.7879813827284,18.90137746738,7.00243799513868,21.9834982447372,10.9999857027078,13.3126808639416,21.2046447566744,24.5346284510993,13.2425580330476,12.5005853397947,13.7564686105452,18.532545633267,13.8348834824431,22.7077439817724
"E140",36.3927189804349,36.2277789786074,40.6344915551122,47.1936513456526,22.8821814521513,51.2863915070854,34.4595661848229,34.184017106014,30.5926770563982,36.0403542479583,25.6693696529143,71.9423883700026,29.4459112021665,37.912310418211,49.4754958877581,64.3941989185191,29.8783488931003,29.8480874841947,34.1890574013224,41.6453318231109,45.0920081181519,56.3995256463142,23.9672605320739,26.08719573666,30.4788722517239,27.8206787837584,25.9534135427117,45.6191359484554,44.7388699334052,29.376916517557,62.1202255752596,37.5612061868789,62.7662873991374,35.276597460304,45.2197686674672,29.4865358382645,46.3904411902906,53.542554471814,20.8596193061972,45.4454574752861
"E141",22.111822754592,12.451910455667,23.7778732189642,33.7773343143883,14.9508986060403,28.6604491843879,25.595032130914,17.2572760042544,29.298690321781,31.1184210951419,18.1815019671165,26.443917064009,14.3770513950556,18.4328944461439,36.3644771750007,43.0358063958677,26.8936469476483,24.0135123328368,20.5559982760864,35.7949765140198,38.3611646137585,20.0719326081034,14.681128734901,25.4838802136663,14.2023885245685,18.390081854798,13.4599723920143,31.9085407397723,21.5264600305954,23.0289882955821,23.5275917938596,25.6479141807962,34.0286734436862,21.3433000404389,16.8930010451896,16.2291231766074,33.1504242521199,45.4320124991262,24.4678848272259,35.8507320295707
"E142",67.1147181645581,32.5059059040109,22.78649949289,53.8018413099371,35.2701091598414,25.5225010664948,35.578441860496,75.1668632208437,42.6341442249665,47.2871860233529,27.3574714437858,38.6540905669731,23.6256769426902,31.5442362414404,49.2756540361348,73.1783299516543,57.7400267944928,36.3012438292793,44.9170404729473,58.621408997628,53.438006901779,61.9299302210595,30.0194851287052,40.6279498149983,41.2465217836072,47.5404963894068,30.3094576234929,70.3010709357221,22.8410765906256,47.0844618256931,42.2027429716364,40.8440112911738,80.6257048604284,32.2178518403478,26.8147031023048,34.5709023681624,44.7249231128509,98.5735019464856,20.1662806704033,29.8528100873441
"E143",24.2410406920671,12.3680642619073,29.938186177431,22.0262923031073,9.3261180673761,20.8252356533918,20.415866092657,21.9003776365751,19.6011239673543,20.1943926819726,13.4420227986799,14.4439689434879,13.0472622003571,16.5723368613754,24.2260962441357,32.2803893901739,23.1586447473803,26.9546872369605,17.123120066677,21.5833520613353,24.7868768111454,20.8310421775334,10.0179010793672,25.9312448507707,13.70972187655,16.2801936393561,15.7026406339448,25.9787572005587,12.801868254599,28.2429489299437,27.5184668481425,15.0772706930089,25.7301615286906,19.9881044540891,17.2653634090242,14.6039148038035,22.1131133292056,37.5610432441019,18.1778323563684,19.4178999280371
"E144",32.5028798183846,44.3766844656341,42.5729212598799,99.1130268953644,35.7006752496633,44.2206456151781,15.8963820777876,61.9650944760518,38.5681499127307,31.0064729065441,27.9586268288747,65.2191025997262,33.6495844565539,33.3236748520386,59.5557656045909,32.2357971332999,57.6480468170358,40.7311263593657,22.1367088427305,52.5352043957661,51.963700194303,69.2141546415247,34.6992398895566,32.2435211508105,32.7867195548449,47.9270784536347,30.8658212605921,47.1836699792954,22.0349396563705,28.0607308501271,29.1183377813907,56.9720445030503,63.3583785977017,40.1469528785348,60.9905242186358,28.7049156858976,67.9726748728111,69.9640760100486,25.0819541835031,40.3026997819369
