"examinee_id","item_id","item_position","initial_score","final_score","changed","wrong_to_right","right_to_wrong"
"E109","I16",16,1,1,0,0,0
"E109","I17",17,1,0,1,0,1
"E109","I18",18,0,0,0,0,0
"E109","I19",19,1,1,0,0,0
"E109","I20",20,0,0,0,0,0
"E109","I21",21,0,0,0,0,0
"E109","I22",22,0,0,0,0,0
"E109","I23",23,0,0,0,0,0
"E109","I24",24,0,0,0,0,0
"E109","I25",25,0,0,0,0,0
"E109","I26",26,0,0,0,0,0
"E109","I27",27,0,0,0,0,0
"E109","I28",28,0,0,0,0,0
"E109","I29",29,0,0,0,0,0
"E109","I30",30,0,0,0,0,0
"E109","I31",31,0,0,0,0,0
"E109","I32",32,1,1,0,0,0
"E109","I33",33,0,0,0,0,0
"E109","I34",34,0,0,0,0,0
"E109","I35",35,0,0,0,0,0
"E109","I36",36,0,0,0,0,0
"E109","I37",37,1,1,0,0,0
"E109","I38",38,1,1,0,0,0
"E109","I39",39,0,0,0,0,0
"E109","I40",40,0,0,0,0,0
"E110","I01",1,1,1,0,0,0
"E110","I02",2,0,0,0,0,0
"E110","I03",3,1,0,1,0,1
"E110","I04",4,1,1,0,0,0
"E110","I05",5,1,1,0,0,0
"E110","I06",6,0,0,0,0,0
"E110","I07",7,0,0,0,0,0
"E110","I08",8,0,0,0,0,0
"E110","I09",9,1,1,0,0,0
"E110","I10",10,0,0,0,0,0
"E110","I11",11,0,0,0,0,0
"E110","I12",12,0,0,0,0,0
"E110","I13",13,1,1,0,0,0
"E110","I14",14,1,1,0,0,0
"E110","I15",15,0,0,0,0,0
"E110","I16",16,1,1,0,0,0
"E110","I17",17,0,0,0,0,0
"E110","I18",18,1,1,0,0,0
"E110","I19",19,0,0,0,0,0
"E110","I20",20,1,1,0,0,0
"E110","I21",21,0,0,0,0,0
"E110","I22",22,1,0,1,0,1
"E110","I23",23,1,1,0,0,0
"E110","I24",24,0,0,0,0,0
"E110","I25",25,0,0,0,0,0
"E110","I26",26,1,1,0,0,0
"E110","I27",27,0,0,0,0,0
"E110","I28",28,0,0,0,0,0
"E110","I29",29,1,1,0,0,0
"E110","I30",30,0,0,0,0,0
"E110","I31",31,0,0,0,0,0
"E110","I32",32,0,0,0,0,0
"E110","I33",33,0,0,0,0,0
"E110","I34",34,0,0,0,0,0
"E110","I35",35,0,0,0,0,0
"E110","I36",36,1,1,0,0,0
"E110","I37",37,1,1,0,0,0
"E110","I38",38,0,0,0,0,0
"E110","I39",39,0,0,0,0,0
"E110","I40",40,0,0,0,0,0
"E111","I01",1,1,1,0,0,0
"E111","I02",2,0,0,0,0,0
"E111","I03",3,1,1,0,0,0
"E111","I04",4,1,1,0,0,0
"E111","I05",5,0,0,0,0,0
"E111","I06",6,0,0,0,0,0
"E111","I07",7,0,0,0,0,0
"E111","I08",8,0,0,0,0,0
"E111","I09",9,0,0,0,0,0
"E111","I10",10,0,0,0,0,0
"E111","I11",11,0,0,0,0,0
"E111","I12",12,0,0,0,0,0
"E111","I13",13,0,0,0,0,0
"E111","I14",14,1,1,0,0,0
"E111","I15",15,0,0,0,0,0
"E111","I16",16,0,0,0,0,0
"E111","I17",17,0,0,0,0,0
"E111","I18",18,0,0,0,0,0
"E111","I19",19,0,0,0,0,0
"E111","I20",20,0,0,0,0,0
"E111","I21",21,0,0,0,0,0
"E111","I22",22,0,0,0,0,0
"E111","I23",23,1,1,0,0,0
"E111","I24",24,1,1,0,0,0
"E111","I25",25,1,0,1,0,1
"E111","I26",26,0,0,0,0,0
"E111","I27",27,1,1,0,0,0
"E111","I28",28,0,0,0,0,0
"E111","I29",29,0,0,0,0,0
"E111","I30",30,0,0,0,0,0
"E111","I31",31,0,0,0,0,0
"E111","I32",32,0,0,0,0,0
"E111","I33",33,0,0,0,0,0
"E111","I34",34,1,0,1,0,1
"E111","I35",35,1,1,0,0,0
"E111","I36",36,1,1,0,0,0
"E111","I37",37,0,0,0,0,0
"E111","I38",38,0,0,0,0,0
"E111","I39",39,0,0,0,0,0
"E111","I40",40,0,0,0,0,0
"E112","I01",1,1,1,0,0,0
"E112","I02",2,0,0,0,0,0
"E112","I03",3,1,1,0,0,0
"E112","I04",4,1,1,0,0,0
"E112","I05",5,0,0,0,0,0
"E112","I06",6,0,0,0,0,0
"E112","I07",7,1,1,0,0,0
"E112","I08",8,0,0,0,0,0
"E112","I09",9,0,0,0,0,0
"E112","I10",10,1,1,0,0,0
"E112","I11",11,0,0,0,0,0
"E112","I12",12,0,0,0,0,0
"E112","I13",13,0,0,0,0,0
"E112","I14",14,0,0,0,0,0
"E112","I15",15,0,0,0,0,0
"E112","I16",16,0,0,0,0,0
"E112","I17",17,0,0,0,0,0
"E112","I18",18,0,0,0,0,0
"E112","I19",19,1,1,0,0,0
"E112","I20",20,1,1,0,0,0
"E112","I21",21,0,0,0,0,0
"E112","I22",22,0,0,0,0,0
"E112","I23",23,0,0,0,0,0
"E112","I24",24,0,0,0,0,0
"E112","I25",25,0,0,0,0,0
"E112","I26",26,1,0,1,0,1
"E112","I27",27,0,0,0,0,0
"E112","I28",28,0,0,0,0,0
"E112","I29",29,0,0,0,0,0
"E112","I30",30,0,0,0,0,0
"E112","I31",31,1,1,0,0,0
"E112","I32",32,0,0,0,0,0
"E112","I33",33,0,0,0,0,0
"E112","I34",34,0,0,0,0,0
"E112","I35",35,0,0,0,0,0
"E112","I36",36,0,0,0,0,0
"E112","I37",37,0,0,0,0,0
"E112","I38",38,0,0,0,0,0
"E112","I39",39,1,1,0,0,0
"E112","I40",40,0,0,0,0,0
"E113","I01",1,1,1,0,0,0
"E113","I02",2,0,0,0,0,0
"E113","I03",3,1,1,0,0,0
"E113","I04",4,1,1,0,0,0
"E113","I05",5,0,0,0,0,0
"E113","I06",6,1,1,0,0,0
"E113","I07",7,1,1,0,0,0
"E113","I08",8,1,1,0,0,0
"E113","I09",9,0,0,0,0,0
"E113","I10",10,1,1,0,0,0
"E113","I11",11,0,0,0,0,0
"E113","I12",12,1,1,0,0,0
"E113","I13",13,1,1,0,0,0
"E113","I14",14,0,0,0,0,0
"E113","I15",15,0,0,0,0,0
"E113","I16",16,1,1,0,0,0
"E113","I17",17,0,0,0,0,0
"E113","I18",18,0,0,0,0,0
"E113","I19",19,1,1,0,0,0
"E113","I20",20,1,1,0,0,0
"E113","I21",21,0,0,0,0,0
"E113","I22",22,0,0,0,0,0
"E113","I23",23,1,1,0,0,0
"E113","I24",24,1,1,0,0,0
"E113","I25",25,1,1,0,0,0
"E113","I26",26,1,1,0,0,0
"E113","I27",27,1,1,0,0,0
"E113","I28",28,1,1,0,0,0
"E113","I29",29,0,0,0,0,0
"E113","I30",30,0,0,0,0,0
"E113","I31",31,0,0,0,0,0
"E113","I32",32,1,1,0,0,0
"E113","I33",33,0,0,0,0,0
"E113","I34",34,0,0,0,0,0
"E113","I35",35,0,0,0,0,0
"E113","I36",36,1,1,0,0,0
"E113","I37",37,1,1,0,0,0
"E113","I38",38,0,0,0,0,0
"E113","I39",39,0,0,0,0,0
"E113","I40",40,0,0,0,0,0
"E114","I01",1,1,1,0,0,0
"E114","I02",2,0,0,0,0,0
"E114","I03",3,1,1,0,0,0
"E114","I04",4,1,1,0,0,0
"E114","I05",5,1,1,0,0,0
"E114","I06",6,1,1,0,0,0
"E114","I07",7,1,1,0,0,0
"E114","I08",8,1,1,0,0,0
"E114","I09",9,0,0,0,0,0
"E114","I10",10,1,1,0,0,0
"E114","I11",11,1,1,0,0,0
"E114","I12",12,1,1,0,0,0
"E114","I13",13,1,1,0,0,0
"E114","I14",14,1,1,0,0,0
"E114","I15",15,0,0,0,0,0
"E114","I16",16,1,1,0,0,0
"E114","I17",17,1,1,0,0,0
"E114","I18",18,0,0,0,0,0
"E114","I19",19,1,1,0,0,0
"E114","I20",20,0,0,0,0,0
"E114","I21",21,0,0,0,0,0
"E114","I22",22,0,1,1,1,0
"E114","I23",23,0,0,0,0,0
"E114","I24",24,1,1,0,0,0
"E114","I25",25,1,1,0,0,0
"E114","I26",26,1,1,0,0,0
"E114","I27",27,1,1,0,0,0
"E114","I28",28,1,1,0,0,0
"E114","I29",29,1,1,0,0,0
"E114","I30",30,1,1,0,0,0
"E114","I31",31,0,0,0,0,0
"E114","I32",32,0,0,0,0,0
"E114","I33",33,0,0,0,0,0
"E114","I34",34,0,0,0,0,0
"E114","I35",35,0,0,0,0,0
"E114","I36",36,1,1,0,0,0
"E114","I37",37,1,1,0,0,0
"E114","I38",38,0,1,1,1,0
"E114","I39",39,0,0,0,0,0
"E114","I40",40,1,0,1,0,1
"E115","I01",1,1,1,0,0,0
"E115","I02",2,1,1,0,0,0
"E115","I03",3,1,1,0,0,0
"E115","I04",4,1,1,0,0,0
"E115","I05",5,1,1,0,0,0
"E115","I06",6,1,1,0,0,0
"E115","I07",7,1,1,0,0,0
"E115","I08",8,1,1,0,0,0
"E115","I09",9,1,1,0,0,0
"E115","I10",10,1,1,0,0,0
"E115","I11",11,0,0,0,0,0
"E115","I12",12,0,0,0,0,0
"E115","I13",13,0,0,0,0,0
"E115","I14",14,0,0,0,0,0
"E115","I15",15,0,0,0,0,0
"E115","I16",16,1,1,0,0,0
"E115","I17",17,1,1,0,0,0
"E115","I18",18,1,1,0,0,0
"E115","I19",19,1,1,0,0,0
"E115","I20",20,1,1,0,0,0
"E115","I21",21,0,0,0,0,0
"E115","I22",22,1,1,0,0,0
"E115","I23",23,1,1,0,0,0
"E115","I24",24,1,1,0,0,0
"E115","I25",25,0,0,0,0,0
"E115","I26",26,0,0,0,0,0
"E115","I27",27,0,0,0,0,0
"E115","I28",28,1,1,0,0,0
"E115","I29",29,1,1,0,0,0
"E115","I30",30,0,0,0,0,0
"E115","I31",31,1,1,0,0,0
"E115","I32",32,1,1,0,0,0
"E115","I33",33,0,0,0,0,0
"E115","I34",34,0,0,0,0,0
"E115","I35",35,1,0,1,0,1
"E115","I36",36,1,1,0,0,0
"E115","I37",37,0,0,0,0,0
"E115","I38",38,1,1,0,0,0
"E115","I39",39,0,0,0,0,0
"E115","I40",40,0,0,0,0,0
"E116","I01",1,1,1,0,0,0
"E116","I02",2,0,0,0,0,0
"E116","I03",3,0,0,0,0,0
"E116","I04",4,1,1,0,0,0
"E116","I05",5,0,0,0,0,0
"E116","I06",6,1,1,0,0,0
"E116","I07",7,1,1,0,0,0
"E116","I08",8,0,0,0,0,0
"E116","I09",9,1,1,0,0,0
"E116","I10",10,1,1,0,0,0
"E116","I11",11,0,0,0,0,0
"E116","I12",12,1,1,0,0,0
"E116","I13",13,0,0,0,0,0
"E116","I14",14,0,0,0,0,0
"E116","I15",15,0,0,0,0,0
"E116","I16",16,1,1,0,0,0
"E116","I17",17,0,0,0,0,0
"E116","I18",18,0,0,0,0,0
"E116","I19",19,1,1,0,0,0
"E116","I20",20,1,1,0,0,0
"E116","I21",21,0,0,0,0,0
"E116","I22",22,0,0,0,0,0
"E116","I23",23,0,0,0,0,0
"E116","I24",24,0,0,0,0,0
"E116","I25",25,1,1,0,0,0
"E116","I26",26,0,0,0,0,0
"E116","I27",27,0,0,0,0,0
"E116","I28",28,1,1,0,0,0
"E116","I29",29,1,1,0,0,0
"E116","I30",30,0,0,0,0,0
"E116","I31",31,0,0,0,0,0
"E116","I32",32,1,0,1,0,1
"E116","I33",33,0,0,0,0,0
"E116","I34",34,0,0,0,0,0
"E116","I35",35,0,0,0,0,0
"E116","I36",36,1,1,0,0,0
"E116","I37",37,0,0,0,0,0
"E116","I38",38,1,1,0,0,0
"E116","I39",39,1,1,0,0,0
"E116","I40",40,1,0,1,0,1
"E117","I01",1,1,1,0,0,0
"E117","I02",2,0,0,0,0,0
"E117","I03",3,0,1,1,1,0
"E117","I04",4,1,1,0,0,0
"E117","I05",5,1,1,0,0,0
"E117","I06",6,1,1,0,0,0
"E117","I07",7,1,1,0,0,0
"E117","I08",8,1,1,0,0,0
"E117","I09",9,0,0,0,0,0
"E117","I10",10,0,0,0,0,0
"E117","I11",11,1,1,0,0,0
"E117","I12",12,1,1,0,0,0
"E117","I13",13,1,1,0,0,0
"E117","I14",14,0,0,0,0,0
"E117","I15",15,1,1,0,0,0
"E117","I16",16,0,0,0,0,0
"E117","I17",17,0,0,0,0,0
"E117","I18",18,0,0,0,0,0
"E117","I19",19,1,1,0,0,0
"E117","I20",20,1,1,0,0,0
"E117","I21",21,0,0,0,0,0
"E117","I22",22,0,1,1,1,0
"E117","I23",23,1,1,0,0,0
"E117","I24",24,0,0,0,0,0
"E117","I25",25,1,1,0,0,0
"E117","I26",26,0,0,0,0,0
"E117","I27",27,0,0,0,0,0
"E117","I28",28,1,1,0,0,0
"E117","I29",29,1,1,0,0,0
"E117","I30",30,0,0,0,0,0
"E117","I31",31,0,0,0,0,0
"E117","I32",32,0,0,0,0,0
"E117","I33",33,0,0,0,0,0
"E117","I34",34,0,0,0,0,0
"E117","I35",35,0,0,0,0,0
"E117","I36",36,1,1,0,0,0
"E117","I37",37,0,0,0,0,0
"E117","I38",38,0,0,0,0,0
"E117","I39",39,1,1,0,0,0
"E117","I40",40,1,1,0,0,0
"E118","I01",1,1,1,0,0,0
"E118","I02",2,1,1,0,0,0
"E118","I03",3,1,1,0,0,0
"E118","I04",4,1,1,0,0,0
"E118","I05",5,1,1,0,0,0
"E118","I06",6,0,1,1,1,0
"E118","I07",7,1,1,0,0,0
"E118","I08",8,1,1,0,0,0
"E118","I09",9,0,0,0,0,0
"E118","I10",10,1,1,0,0,0
"E118","I11",11,0,0,0,0,0
"E118","I12",12,1,1,0,0,0
"E118","I13",13,1,1,0,0,0
"E118","I14",14,1,1,0,0,0
"E118","I15",15,1,0,1,0,1
"E118","I16",16,1,1,0,0,0
"E118","I17",17,0,0,0,0,0
"E118","I18",18,1,1,0,0,0
"E118","I19",19,1,1,0,0,0
"E118","I20",20,1,1,0,0,0
"E118","I21",21,0,0,0,0,0
"E118","I22",22,0,0,0,0,0
"E118","I23",23,1,1,0,0,0
"E118","I24",24,1,1,0,0,0
"E118","I25",25,1,1,0,0,0
"E118","I26",26,0,0,0,0,0
"E118","I27",27,1,1,0,0,0
"E118","I28",28,1,1,0,0,0
"E118","I29",29,1,1,0,0,0
"E118","I30",30,1,1,0,0,0
"E118","I31",31,0,0,0,0,0
"E118","I32",32,1,1,0,0,0
"E118","I33",33,0,0,0,0,0
"E118","I34",34,1,1,0,0,0
"E118","I35",35,0,1,1,1,0
"E118","I36",36,1,1,0,0,0
"E118","I37",37,1,1,0,0,0
"E118","I38",38,1,1,0,0,0
"E118","I39",39,1,1,0,0,0
"E118","I40",40,0,0,0,0,0
"E119","I01",1,1,1,0,0,0
"E119","I02",2,1,1,0,0,0
"E119","I03",3,1,1,0,0,0
"E119","I04",4,1,1,0,0,0
"E119","I05",5,1,1,0,0,0
"E119","I06",6,1,1,0,0,0
"E119","I07",7,1,1,0,0,0
"E119","I08",8,1,1,0,0,0
"E119","I09",9,1,1,0,0,0
"E119","I10",10,1,1,0,0,0
"E119","I11",11,1,1,0,0,0
"E119","I12",12,1,1,0,0,0
"E119","I13",13,1,1,0,0,0
"E119","I14",14,0,1,1,1,0
"E119","I15",15,1,1,0,0,0
"E119","I16",16,1,1,0,0,0
"E119","I17",17,0,0,0,0,0
"E119","I18",18,1,1,0,0,0
"E119","I19",19,1,1,0,0,0
"E119","I20",20,1,1,0,0,0
"E119","I21",21,0,0,0,0,0
"E119","I22",22,0,0,0,0,0
"E119","I23",23,1,1,0,0,0
"E119","I24",24,1,1,0,0,0
"E119","I25",25,1,1,0,0,0
"E119","I26",26,1,1,0,0,0
"E119","I27",27,1,1,0,0,0
"E119","I28",28,1,1,0,0,0
"E119","I29",29,1,1,0,0,0
"E119","I30",30,1,1,0,0,0
"E119","I31",31,1,1,0,0,0
"E119","I32",32,1,1,0,0,0
"E119","I33",33,0,0,0,0,0
"E119","I34",34,1,1,0,0,0
"E119","I35",35,1,1,0,0,0
"E119","I36",36,1,1,0,0,0
"E119","I37",37,1,1,0,0,0
"E119","I38",38,1,1,0,0,0
"E119","I39",39,1,1,0,0,0
"E119","I40",40,0,0,0,0,0
"E120","I01",1,0,0,0,0,0
"E120","I02",2,0,0,0,0,0
"E120","I03",3,0,0,0,0,0
"E120","I04",4,1,1,0,0,0
"E120","I05",5,0,0,0,0,0
"E120","I06",6,0,0,0,0,0
"E120","I07",7,0,0,0,0,0
"E120","I08",8,0,0,0,0,0
"E120","I09",9,0,0,0,0,0
"E120","I10",10,0,0,0,0,0
"E120","I11",11,0,0,0,0,0
"E120","I12",12,0,0,0,0,0
"E120","I13",13,0,0,0,0,0
"E120","I14",14,0,0,0,0,0
"E120","I15",15,0,0,0,0,0
"E120","I16",16,0,0,0,0,0
"E120","I17",17,0,0,0,0,0
"E120","I18",18,0,0,0,0,0
"E120","I19",19,0,0,0,0,0
"E120","I20",20,1,1,0,0,0
"E120","I21",21,0,0,0,0,0
"E120","I22",22,0,0,0,0,0
"E120","I23",23,1,1,0,0,0
"E120","I24",24,0,0,0,0,0
"E120","I25",25,0,0,0,0,0
"E120","I26",26,0,0,0,0,0
"E120","I27",27,0,0,0,0,0
"E120","I28",28,0,0,0,0,0
"E120","I29",29,0,0,0,0,0
"E120","I30",30,0,0,0,0,0
"E120","I31",31,0,0,0,0,0
"E120","I32",32,0,0,0,0,0
"E120","I33",33,0,0,0,0,0
"E120","I34",34,0,0,0,0,0
"E120","I35",35,0,0,0,0,0
"E120","I36",36,0,0,0,0,0
"E120","I37",37,1,1,0,0,0
"E120","I38",38,1,1,0,0,0
"E120","I39",39,0,0,0,0,0
"E120","I40",40,1,1,0,0,0
"E121","I01",1,1,1,0,0,0
"E121","I02",2,1,1,0,0,0
"E121","I03",3,1,1,0,0,0
"E121","I04",4,1,1,0,0,0
"E121","I05",5,0,0,0,0,0
"E121","I06",6,1,1,0,0,0
"E121","I07",7,1,1,0,0,0
"E121","I08",8,1,1,0,0,0
"E121","I09",9,1,1,0,0,0
"E121","I10",10,0,1,1,1,0
"E121","I11",11,1,1,0,0,0
"E121","I12",12,0,0,0,0,0
"E121","I13",13,1,1,0,0,0
"E121","I14",14,1,1,0,0,0
"E121","I15",15,1,1,0,0,0
"E121","I16",16,1,1,0,0,0
"E121","I17",17,1,1,0,0,0
"E121","I18",18,1,1,0,0,0
"E121","I19",19,1,1,0,0,0
"E121","I20",20,1,1,0,0,0
"E121","I21",21,1,1,0,0,0
"E121","I22",22,0,0,0,0,0
"E121","I23",23,1,1,0,0,0
"E121","I24",24,1,1,0,0,0
"E121","I25",25,1,1,0,0,0
"E121","I26",26,1,0,1,0,1
"E121","I27",27,0,0,0,0,0
"E121","I28",28,1,1,0,0,0
"E121","I29",29,1,1,0,0,0
"E121","I30",30,1,1,0,0,0
"E121","I31",31,1,1,0,0,0
"E121","I32",32,1,1,0,0,0
"E121","I33",33,0,0,0,0,0
"E121","I34",34,0,0,0,0,0
"E121","I35",35,0,0,0,0,0
"E121","I36",36,1,1,0,0,0
"E121","I37",37,1,1,0,0,0
"E121","I38",38,1,1,0,0,0
"E121","I39",39,1,1,0,0,0
"E121","I40",40,1,1,0,0,0
"E122","I01",1,1,1,0,0,0
"E122","I02",2,1,1,0,0,0
"E122","I03",3,1,1,0,0,0
"E122","I04",4,1,1,0,0,0
"E122","I05",5,0,1,1,1,0
"E122","I06",6,0,0,0,0,0
"E122","I07",7,1,1,0,0,0
"E122","I08",8,1,1,0,0,0
"E122","I09",9,1,1,0,0,0
"E122","I10",10,0,1,1,1,0
"E122","I11",11,0,0,0,0,0
"E122","I12",12,0,0,0,0,0
"E122","I13",13,1,1,0,0,0
"E122","I14",14,1,1,0,0,0
"E122","I15",15,0,0,0,0,0
"E122","I16",16,1,1,0,0,0
"E122","I17",17,1,1,0,0,0
"E122","I18",18,0,0,0,0,0
"E122","I19",19,1,1,0,0,0
"E122","I20",20,1,1,0,0,0
"E122","I21",21,1,1,0,0,0
"E122","I22",22,0,0,0,0,0
"E122","I23",23,0,0,0,0,0
"E122","I24",24,0,0,0,0,0
"E122","I25",25,1,1,0,0,0
"E122","I26",26,1,1,0,0,0
"E122","I27",27,1,0,1,0,1
"E122","I28",28,1,1,0,0,0
"E122","I29",29,1,1,0,0,0
"E122","I30",30,1,1,0,0,0
"E122","I31",31,0,0,0,0,0
"E122","I32",32,1,1,0,0,0
"E122","I33",33,1,1,0,0,0
"E122","I34",34,0,0,0,0,0
"E122","I35",35,1,1,0,0,0
"E122","I36",36,1,1,0,0,0
"E122","I37",37,1,1,0,0,0
"E122","I38",38,1,1,0,0,0
"E122","I39",39,0,0,0,0,0
"E122","I40",40,1,1,0,0,0
"E123","I01",1,1,1,0,0,0
"E123","I02",2,1,1,0,0,0
"E123","I03",3,1,1,0,0,0
"E123","I04",4,1,1,0,0,0
"E123","I05",5,0,0,0,0,0
"E123","I06",6,1,1,0,0,0
"E123","I07",7,1,1,0,0,0
"E123","I08",8,1,1,0,0,0
"E123","I09",9,1,1,0,0,0
"E123","I10",10,0,0,0,0,0
"E123","I11",11,0,0,0,0,0
"E123","I12",12,0,0,0,0,0
"E123","I13",13,1,1,0,0,0
"E123","I14",14,0,0,0,0,0
"E123","I15",15,0,0,0,0,0
"E123","I16",16,1,1,0,0,0
"E123","I17",17,0,0,0,0,0
"E123","I18",18,1,1,0,0,0
"E123","I19",19,0,0,0,0,0
"E123","I20",20,0,0,0,0,0
"E123","I21",21,1,1,0,0,0
"E123","I22",22,0,0,0,0,0
"E123","I23",23,1,1,0,0,0
"E123","I24",24,0,1,1,1,0
"E123","I25",25,0,0,0,0,0
"E123","I26",26,1,1,0,0,0
"E123","I27",27,0,0,0,0,0
"E123","I28",28,1,1,0,0,0
"E123","I29",29,0,0,0,0,0
"E123","I30",30,0,0,0,0,0
"E123","I31",31,0,0,0,0,0
"E123","I32",32,1,1,0,0,0
"E123","I33",33,0,0,0,0,0
"E123","I34",34,1,1,0,0,0
"E123","I35",35,1,1,0,0,0
"E123","I36",36,1,1,0,0,0
"E123","I37",37,1,1,0,0,0
"E123","I38",38,1,1,0,0,0
"E123","I39",39,1,1,0,0,0
"E123","I40",40,0,0,0,0,0
"E124","I01",1,1,1,0,0,0
"E124","I02",2,0,0,0,0,0
"E124","I03",3,1,1,0,0,0
"E124","I04",4,0,1,1,1,0
"E124","I05",5,0,0,0,0,0
"E124","I06",6,1,1,0,0,0
"E124","I07",7,1,1,0,0,0
"E124","I08",8,1,1,0,0,0
"E124","I09",9,1,1,0,0,0
"E124","I10",10,0,0,0,0,0
"E124","I11",11,0,0,0,0,0
"E124","I12",12,1,1,0,0,0
"E124","I13",13,1,1,0,0,0
"E124","I14",14,1,1,0,0,0
"E124","I15",15,1,1,0,0,0
"E124","I16",16,0,0,0,0,0
"E124","I17",17,1,1,0,0,0
"E124","I18",18,0,0,0,0,0
"E124","I19",19,1,1,0,0,0
"E124","I20",20,0,0,0,0,0
"E124","I21",21,0,0,0,0,0
"E124","I22",22,1,1,0,0,0
"E124","I23",23,1,1,0,0,0
"E124","I24",24,1,1,0,0,0
"E124","I25",25,1,1,0,0,0
"E124","I26",26,1,1,0,0,0
"E124","I27",27,1,1,0,0,0
"E124","I28",28,1,1,0,0,0
"E124","I29",29,1,1,0,0,0
"E124","I30",30,1,1,0,0,0
"E124","I31",31,1,1,0,0,0
"E124","I32",32,1,1,0,0,0
"E124","I33",33,1,1,0,0,0
"E124","I34",34,1,1,0,0,0
"E124","I35",35,1,1,0,0,0
"E124","I36",36,0,0,0,0,0
"E124","I37",37,1,1,0,0,0
"E124","I38",38,1,1,0,0,0
"E124","I39",39,1,1,0,0,0
"E124","I40",40,0,0,0,0,0
"E125","I01",1,0,0,0,0,0
"E125","I02",2,1,1,0,0,0
"E125","I03",3,0,0,0,0,0
"E125","I04",4,0,0,0,0,0
"E125","I05",5,0,0,0,0,0
"E125","I06",6,0,0,0,0,0
"E125","I07",7,0,0,0,0,0
"E125","I08",8,0,0,0,0,0
"E125","I09",9,0,0,0,0,0
"E125","I10",10,0,0,0,0,0
"E125","I11",11,0,0,0,0,0
"E125","I12",12,0,0,0,0,0
"E125","I13",13,0,0,0,0,0
"E125","I14",14,0,0,0,0,0
"E125","I15",15,0,0,0,0,0
"E125","I16",16,0,0,0,0,0
"E125","I17",17,0,0,0,0,0
"E125","I18",18,0,0,0,0,0
"E125","I19",19,1,1,0,0,0
"E125","I20",20,0,0,0,0,0
"E125","I21",21,0,0,0,0,0
"E125","I22",22,1,0,1,0,1
"E125","I23",23,1,0,1,0,1
"E125","I24",24,1,1,0,0,0
"E125","I25",25,0,0,0,0,0
"E125","I26",26,1,1,0,0,0
"E125","I27",27,0,0,0,0,0
"E125","I28",28,0,0,0,0,0
"E125","I29",29,0,0,0,0,0
"E125","I30",30,0,0,0,0,0
"E125","I31",31,0,0,0,0,0
"E125","I32",32,0,0,0,0,0
"E125","I33",33,0,0,0,0,0
"E125","I34",34,0,0,0,0,0
"E125","I35",35,0,0,0,0,0
"E125","I36",36,1,1,0,0,0
"E125","I37",37,0,0,0,0,0
"E125","I38",38,0,0,0,0,0
"E125","I39",39,0,0,0,0,0
"E125","I40",40,0,0,0,0,0
"E126","I01",1,0,0,0,0,0
"E126","I02",2,1,1,0,0,0
"E126","I03",3,1,1,0,0,0
"E126","I04",4,1,1,0,0,0
"E126","I05",5,1,0,1,0,1
"E126","I06",6,1,1,0,0,0
"E126","I07",7,1,1,0,0,0
"E126","I08",8,0,0,0,0,0
"E126","I09",9,1,1,0,0,0
"E126","I10",10,1,1,0,0,0
"E126","I11",11,0,0,0,0,0
"E126","I12",12,0,0,0,0,0
"E126","I13",13,0,0,0,0,0
"E126","I14",14,0,1,1,1,0
"E126","I15",15,1,1,0,0,0
"E126","I16",16,1,1,0,0,0
"E126","I17",17,1,1,0,0,0
"E126","I18",18,1,1,0,0,0
"E126","I19",19,1,1,0,0,0
"E126","I20",20,0,0,0,0,0
"E126","I21",21,1,1,0,0,0
"E126","I22",22,0,0,0,0,0
"E126","I23",23,1,1,0,0,0
"E126","I24",24,0,0,0,0,0
"E126","I25",25,1,1,0,0,0
"E126","I26",26,1,1,0,0,0
"E126","I27",27,0,0,0,0,0
"E126","I28",28,0,0,0,0,0
"E126","I29",29,0,0,0,0,0
"E126","I30",30,0,0,0,0,0
"E126","I31",31,1,1,0,0,0
"E126","I32",32,1,1,0,0,0
"E126","I33",33,0,0,0,0,0
"E126","I34",34,0,0,0,0,0
"E126","I35",35,1,1,0,0,0
"E126","I36",36,1,1,0,0,0
"E126","I37",37,1,1,0,0,0
"E126","I38",38,0,1,1,1,0
"E126","I39",39,1,1,0,0,0
"E126","I40",40,0,0,0,0,0
"E127","I01",1,1,1,0,0,0
"E127","I02",2,1,1,0,0,0
"E127","I03",3,1,1,0,0,0
"E127","I04",4,1,1,0,0,0
"E127","I05",5,0,0,0,0,0
"E127","I06",6,0,0,0,0,0
"E127","I07",7,1,1,0,0,0
"E127","I08",8,1,1,0,0,0
"E127","I09",9,0,0,0,0,0
"E127","I10",10,1,1,0,0,0
"E127","I11",11,0,0,0,0,0
"E127","I12",12,0,0,0,0,0
"E127","I13",13,1,1,0,0,0
"E127","I14",14,0,0,0,0,0
"E127","I15",15,0,0,0,0,0
"E127","I16",16,0,0,0,0,0
"E127","I17",17,0,0,0,0,0
"E127","I18",18,1,1,0,0,0
"E127","I19",19,1,1,0,0,0
"E127","I20",20,1,1,0,0,0
"E127","I21",21,0,0,0,0,0
"E127","I22",22,0,0,0,0,0
"E127","I23",23,1,1,0,0,0
"E127","I24",24,1,1,0,0,0
"E127","I25",25,1,1,0,0,0
"E127","I26",26,1,1,0,0,0
"E127","I27",27,0,0,0,0,0
"E127","I28",28,1,1,0,0,0
"E127","I29",29,0,0,0,0,0
